Conid,Ticker,NAME,BOG_TH,SOG_TH,xx,Conid from IB excel,Check
35447205,CF,CF INDUSTRIES HDG.,0.039208688,-0.039794294,,35447205,0
35970258,AMP,AMERIPRISE FINL.,0.036686385,-0.038518072,,35970258,0
36285627,GME,GAMESTOP 'A',0.033195671,-0.034114921,,36285627,0
36786278,UA,UNDER ARMOUR 'A',0.039,-0.040290323,,36786278,0
37083557,VIAB,VIACOM 'B',0.029487744,-0.028838041,,37083557,0
37083548,CBS,CBS 'B',0.036347826,-0.035611111,,37083548,0
37655664,CMG,CHIPOTLE MEXN.GRILL,0.033269231,-0.030960276,,37655664,0
38685693,MA,MASTERCARD,0.031902038,-0.030111991,,38685693,0
38734858,HOT,STARWOOD H&R.WORLDWIDE,0.040499189,-0.033203328,,38734858,0
40021002,WYN,WYNDHAM WORLDWIDE,0.053237569,-0.044647059,,40021002,0
40369429,HBI,HANESBRANDS,0.041,-0.034081633,,40369429,0
40773257,WU,WESTERN UNION,0.028739328,-0.025979866,,40773257,0
41622169,FSLR,FIRST SOLAR,0.049418338,-0.042926623,,41622169,0
41993017,SE,SPECTRA ENERGY,0.022,-0.02274645,,41993017,0
43670008,PBCT,PEOPLES UNITED FINANCIAL,0.022375,-0.022838828,,43670008,0
44001820,DAL,DELTA AIR LINES,0.050034483,-0.054608815,,44001820,0
44652220,DFS,DISCOVER FINANCIAL SVS.,0.043,-0.041686747,,44652220,0
44986804,BK,BANK OF NEW YORK MELLON,0.038069569,-0.035478976,,44986804,0
46128760,TDC,TERADATA,0.029394064,-0.028045643,,46128760,0
47550606,IVZ,INVESCO,0.046563258,-0.042410714,,47550606,0
49588376,PM,PHILIP MORRIS INTL.,0.019,-0.019959735,,49588376,0
49462172,V,VISA 'A',0.028541388,-0.026328497,,49462172,0
50860546,DPS,DR PEPPER SNAPPLE GROUP,0.021946259,-0.021287848,,50860546,0
51782225,SNI,SCRIPPS NETWORKS INTACT. 'A',0.027627549,-0.027822222,,51782225,0
53747825,SIG,SIGNET JEWELERS,0.032,-0.024613773,,53747825,0
53855036,DISCA,DISCOVERY COMMS.'A',0.028597598,-0.028303313,,53855036,0
89495776,MPC,MARATHON PETROLEUM,0.027,-0.029713525,,89495776,0
56505491,RIG,TRANSOCEAN,0.033093552,-0.035418773,,56505491,0
88292752,MOS,MOSAIC,0.038869544,-0.042609794,,88292752,0
83975037,KMI,KINDER MORGAN,0.020713021,-0.025205582,,83975037,0
95703740,XYL,XYLEM,0.016884222,-0.018745725,,95703740,0
73354293,SWK,STANLEY BLACK & DECKER,0.024,-0.022098517,,73354293,0
74866700,LYB,LYONDELLBASELL INDS.CL.A,0.024940978,-0.030010226,,74866700,0
90794895,PVH,PVH,0.03249635,-0.031334169,,90794895,0
221033377,AVGO,BROADCOM,0.024870597,-0.026856115,,221033377,0
76791198,GRMN,GARMIN,0.031772328,-0.03498639,,76791198,0
88819288,PLD,PROLOGIS,0.052187566,-0.050671466,,88819288,0
67889930,ACN,ACCENTURE CLASS A,0.020753056,-0.022405379,,67889930,0
85076790,HCA,HCA HOLDINGS,0.02603139,-0.031301347,,85076790,0
69293559,VRSK,VERISK ANALYTICS CL.A,0.01813532,-0.014928178,,69293559,0
79498203,UAL,UNITED CONTINENTAL HDG.,0.059806147,-0.062879859,,79498203,0
92306678,RL,RALPH LAUREN CL.A,0.029349945,-0.027598429,,92306678,0
57755168,MJN,MEAD JOHNSON NUTRITION,0.021098859,-0.019623675,,57755168,0
80664970,GGP,GENERAL GW.PROPS.,0.163,-0.125016595,,80664970,0
76915240,STX,SEAGATE TECH.,0.03658156,-0.036685393,,76915240,0
70212228,DG,DOLLAR GENERAL,0.019443812,-0.019197208,,70212228,0
81581011,MSI,MOTOROLA SOLUTIONS,0.030127125,-0.031047675,,81581011,0
105316759,AON,AON CLASS A,0.020126437,-0.017882837,,105316759,0
96079833,LVLT,LEVEL 3 COMMS.,0.06070073,-0.051448276,,96079833,0
76768905,XL,XL GROUP,0.0650828,-0.071377953,,76768905,0
85548741,TEL,TE CONNECTIVITY,0.030914597,-0.026324324,,85548741,0
61440265,IR,INGERSOLL-RAND,0.026804425,-0.028943856,,61440265,0
59085966,TWX,TIME WARNER,0.024793762,-0.022051783,,59085966,0
82457808,ORLY,O REILLY AUTOMOTIVE,0.024299972,-0.020973629,,82457808,0
80986742,GM,GENERAL MOTORS,0.019639826,-0.022807528,,80986742,0
95514904,CBG,CBRE GROUP CLASS A,0.065708029,-0.055335188,,95514904,0
98542026,TRIP,TRIPADVISOR 'A',0.031020466,-0.029740296,,98542026,0
98606948,KORS,MICHAEL KORS HOLDINGS,0.025555012,-0.02819114,,98606948,0
98542021,EXPE,EXPEDIA,0.033108407,-0.03018838,,98542021,0
97478493,DLPH,DELPHI AUTOMOTIVE,0.019,-0.021687169,,97478493,0
105669270,PSX,PHILLIPS 66,0.021683994,-0.021560288,,105669270,0
99831145,AMT,AMERICAN TOWER,0.024,-0.025735456,,99831145,0
105430010,ESRX,EXPRESS SCRIPTS HOLDING,0.023909699,-0.025561414,,105430010,0
107113386,FB,FACEBOOK CLASS A,0.025867769,-0.028046001,,107113386,0
110176011,DUK,DUKE ENERGY,0.01335869,-0.016338028,,110176011,0
113599091,MDLZ,MONDELEZ INTERNATIONAL CL.A,0.016380909,-0.016314122,,113599091,0
118017869,ETN,EATON,0.023015458,-0.023899083,,118017869,0
118089500,ABBV,ABBVIE,0.021100072,-0.024039477,,118089500,0
121665622,ZTS,ZOETIS,0.01751497,-0.020214998,,121665622,0
125005718,LB,L BRANDS,0.033,-0.028962963,,125005718,0
129348130,NWS,NEWS 'B',0.019,-0.019222222,,129348130,0
129166805,MNK,MALLINCKRODT,0.033333776,-0.039170989,,129166805,0
139673266,AAL,AMERICAN AIRLINES GROUP,0.025,-0.028691972,,139673266,0
217947855,WLTW,WILLIS TOWERS WATSON,0.022702441,-0.024724432,,217947855,0
138438437,ALLE,ALLEGION,0.018,-0.020705576,,138438437,0
136370275,ICE,INTERCONTINENTAL EX.,0.03905919,-0.038976134,,136370275,0
140067524,PRGO,PERRIGO,0.023218009,-0.023314204,,140067524,0
145588883,ENDP,ENDO INTERNATIONAL,0.026084548,-0.028405777,,145588883,0
148782986,NAVI,NAVIENT,0.029189427,-0.027497537,,148782986,0
153068487,PNR,PENTAIR,0.023619482,-0.024362281,,153068487,0
162231797,SYF,SYNCHRONY FINANCIAL,0.017155684,-0.022137931,,162231797,0
173432513,TYC,TYCO INTERNATIONAL,0.022125137,-0.022195482,,173432513,0
173962302,ANTM,ANTHEM,0.025369676,-0.024303754,,173962302,0
176571182,CCI,CROWN CASTLE INTL.,0.028048128,-0.028705137,,176571182,0
181387075,MDT,MEDTRONIC,0.017642921,-0.018479068,,181387075,0
178634687,WBA,WALGREENS BOOTS ALLIANCE,0.021486297,-0.019745398,,178634687,0
185731883,MYL,MYLAN,0.025966445,-0.02965698,,185731883,0
180350774,IRM,IRON MOUNTAIN,0.022760358,-0.023673755,,180350774,0
181764593,EQIX,EQUINIX,0.031012591,-0.030238615,,181764593,0
204429726,NLSN,NIELSEN,0.021626064,-0.01662963,,204429726,0
212212843,CSRA,CSRA,0.035328657,-0.044310194,,212212843,0
198032496,WRK,WESTROCK,0.035,-0.032924107,,198032496,0
199169586,KHC,KRAFT HEINZ,0.016643059,-0.019494659,,199169586,0
207739931,HCN,WELLTOWER,0.02384169,-0.026608379,,207739931,0
209411798,HPE,HEWLETT PACKARD ENTER.,0.038701149,-0.039139942,,209411798,0
199169591,PYPL,PAYPAL HOLDINGS,0.026361702,-0.030623932,,199169591,0
209411801,HPQ,HP,0.025021062,-0.022420799,,209411801,0
198560237,WEC,WEC ENERGY GROUP,0.014450939,-0.0150092,,198560237,0
196542783,CPGX,COLUMBIA PIPELINE GROUP,0.048932524,-0.034008097,,196542783,0
196986496,MNST,MONSTER BEVERAGE,0.038035309,-0.033511727,,196986496,0
196887976,TGNA,TEGNA,0.047286146,-0.045402372,,196887976,0
30351205,EXR,EXTRA SPACE STRG.,0.033372093,-0.033163153,,30351205,0
7361,FRT,FEDERAL REALTY INV.TST.,0.015,-0.010875826,,7361,0
43274444,UDR,UDR,0.017781653,-0.017652561,,43274444,0
45182651,CXO,CONCHO RESOURCES,0.030573904,-0.025474854,,45182651,0
50530752,AWK,AMERICAN WATER WORKS,0.013,-0.022339344,,50530752,0
167955370,CFG,CITIZENS FINANCIAL GROUP,0.009790698,-0.015186793,,167955370,0
270188,HOLX,HOLOGIC,1,-1,,270188,0
13878278,CNC,CENTENE,1,-1,,13878278,0
14025,FL,FOOT LOCKER,1,-1,,14025,0
11477774,GPN,GLOBAL PAYMENTS,1,-1,,11477774,0
13838371,AYI,ACUITY BRANDS,1,-1,,13838371,0
46970422,ULTA,ULTA SALON CO&FRA.,1,-1,,46970422,0
4352,ALK,ALASKA AIR GROUP,1,-1,,4352,0
26345312,LKQ,LKQ,1,-1,,26345312,0
31832526,DLR,DIGITAL REALTY TST.,1,-1,,31832526,0
38285434,TDG,TRANSDIGM GROUP,1,-1,,38285434,0
4325,AJG,ARTHUR J GALLAGHER,1,-1,,4325,0
129203964,FOX,TWENTY-FIRST CENTURY FOX CL.B,1,-1,,129203964,0
